"Category";"Group";"Type";"Message";"Location";"Assessment";"Since";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `QueryType` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryQuery.java:14-14";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `DiaryID` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryQuery.java:15-15";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 28";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryQuery.java:12-111";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Messages` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryQuery.java:1-1";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryQuery.java:22-22";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `SetDiaryID` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryQuery.java:99-99";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetDiaryID` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryQuery.java:89-89";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `DiaryName` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryResponse.java:17-17";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 8 instances of length 16";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryResponse.java:149-184";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryResponse.java:288-292";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `NumberOfEntriesLen` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryResponse.java:29-29";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryResponse.java:266-270";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 6 instances of length 100";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryResponse.java:17-300";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryResponse.java:186-186";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryResponse.java:53-53";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 3 instances of length 109";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryResponse.java:15-330";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryResponse.java:243-247";"YELLOW";"default@1591478094031";
"Structure";"Method Length";"Metric Violations/LSL";"Violation of method length threshold (source lines of code) of 30: 48";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryResponse.java:129-188";"YELLOW";"default@1591478094031";
"Structure";"Method Length";"Metric Violations/LSL";"Violation of method length threshold (source lines of code) of 30: 32";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryResponse.java:81-116";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryResponse.java:32-33";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 8 instances of length 12";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryResponse.java:262-300";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Messages` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryResponse.java:6-6";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: use function of size of entries maybe?";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryResponse.java:30-30";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `NumberOfEntries` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryResponse.java:21-21";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `DiaryNameLen` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryResponse.java:25-25";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetDiaryResponseLen` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryResponse.java:41-41";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: get entry sizes";"sourcefiles/dbserver/src/TBA/Messages/GetDiaryResponse.java:61-61";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/dbserver/src/TBA/Messages/GetUpdQuery.java:26-26";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetRevisionNumber` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetUpdQuery.java:108-108";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `DiaryID` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetUpdQuery.java:15-15";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `RevNo` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetUpdQuery.java:16-16";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `QueryType` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetUpdQuery.java:14-14";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/dbserver/src/TBA/Messages/GetUpdQuery.java:113-117";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetUpdQueryLen` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetUpdQuery.java:21-21";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/dbserver/src/TBA/Messages/GetUpdQuery.java:139-143";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 43";"sourcefiles/dbserver/src/TBA/Messages/GetUpdQuery.java:12-155";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Messages` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/dbserver/src/TBA/Messages/GetUpdQuery.java:1-1";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetDiaryID` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetUpdQuery.java:134-134";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `SetRevisionNumber` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetUpdQuery.java:118-118";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `SetDiaryID` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetUpdQuery.java:144-144";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: get entry sizes";"sourcefiles/dbserver/src/TBA/Messages/GetUpdResponse.java:58-58";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/dbserver/src/TBA/Messages/GetUpdResponse.java:287-291";"YELLOW";"default@1591478094031";
"Structure";"Method Length";"Metric Violations/LSL";"Violation of method length threshold (source lines of code) of 30: 32";"sourcefiles/dbserver/src/TBA/Messages/GetUpdResponse.java:78-113";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/dbserver/src/TBA/Messages/GetUpdResponse.java:242-246";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/dbserver/src/TBA/Messages/GetUpdResponse.java:265-269";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 3 instances of length 109";"sourcefiles/dbserver/src/TBA/Messages/GetUpdResponse.java:16-329";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/dbserver/src/TBA/Messages/GetUpdResponse.java:184-184";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `DiaryName` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetUpdResponse.java:18-18";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/dbserver/src/TBA/Messages/GetUpdResponse.java:54-54";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `NumberOfEntriesLen` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetUpdResponse.java:30-30";"YELLOW";"default@1591478094031";
"Structure";"Method Length";"Metric Violations/LSL";"Violation of method length threshold (source lines of code) of 30: 48";"sourcefiles/dbserver/src/TBA/Messages/GetUpdResponse.java:127-186";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `DiaryNameLen` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetUpdResponse.java:26-26";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `NumberOfEntries` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetUpdResponse.java:22-22";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 8 instances of length 12";"sourcefiles/dbserver/src/TBA/Messages/GetUpdResponse.java:261-299";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Messages` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/dbserver/src/TBA/Messages/GetUpdResponse.java:3-3";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetUpdResponseLen` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/GetUpdResponse.java:42-42";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 6 instances of length 100";"sourcefiles/dbserver/src/TBA/Messages/GetUpdResponse.java:18-299";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: use function of size of entries maybe?";"sourcefiles/dbserver/src/TBA/Messages/GetUpdResponse.java:31-31";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 8 instances of length 16";"sourcefiles/dbserver/src/TBA/Messages/GetUpdResponse.java:147-182";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/dbserver/src/TBA/Messages/GetUpdResponse.java:33-34";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Messages` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/dbserver/src/TBA/Messages/LoginQuery.java:1-1";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `SetPasswordHash` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/LoginQuery.java:144-144";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/dbserver/src/TBA/Messages/LoginQuery.java:24-24";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `QueryType` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/LoginQuery.java:19-19";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `SetUserName` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/LoginQuery.java:108-108";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `Hash` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/LoginQuery.java:144-144";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `User` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/LoginQuery.java:108-108";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetPasswordHash` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/LoginQuery.java:130-130";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetUserName` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/LoginQuery.java:94-94";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 3 instances of length 39";"sourcefiles/dbserver/src/TBA/Messages/LoginQuery.java:12-156";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Messages` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/dbserver/src/TBA/Messages/LoginResponse.java:1-1";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `SetDiaryHeaders` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/LoginResponse.java:227-227";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: constructor";"sourcefiles/dbserver/src/TBA/Messages/LoginResponse.java:28-28";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetDefaultDiary` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/LoginResponse.java:176-176";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `SetDefaultDiary` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/LoginResponse.java:190-190";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `SetDisplayName` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/LoginResponse.java:155-155";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `GetDisplayName` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/src/TBA/Messages/LoginResponse.java:141-141";"YELLOW";"default@1591478094031";
